onset	duration	sample	unit_id	event_type
12.147	0.0	24877	3	motor-unit-spike
12.2275	0.0	25042	3	motor-unit-spike
12.3472	0.0	25287	4	motor-unit-spike
12.397	0.0	25389	4	motor-unit-spike
12.3994	0.0	25394	2	motor-unit-spike
12.4492	0.0	25496	2	motor-unit-spike
12.5981	0.0	25801	4	motor-unit-spike
12.6011	0.0	25807	0	motor-unit-spike
12.665	0.0	25938	2	motor-unit-spike
12.7988	0.0	26212	1	motor-unit-spike
12.8486	0.0	26314	1	motor-unit-spike
13.0601	0.0	26747	2	motor-unit-spike
13.1016	0.0	26832	1	motor-unit-spike
13.2515	0.0	27139	4	motor-unit-spike
13.3628	0.0	27367	2	motor-unit-spike
13.4551	0.0	27556	0	motor-unit-spike
13.4897	0.0	27627	3	motor-unit-spike
13.6147	0.0	27883	1	motor-unit-spike
13.6938	0.0	28045	1	motor-unit-spike
13.7217	0.0	28102	3	motor-unit-spike
13.79	0.0	28242	3	motor-unit-spike
13.8921	0.0	28451	4	motor-unit-spike
14.1196	0.0	28917	1	motor-unit-spike
14.1406	0.0	28960	2	motor-unit-spike
14.2891	0.0	29264	0	motor-unit-spike
14.2935	0.0	29273	1	motor-unit-spike
14.3755	0.0	29441	0	motor-unit-spike
14.5566	0.0	29812	1	motor-unit-spike
14.6182	0.0	29938	0	motor-unit-spike
14.7842	0.0	30278	4	motor-unit-spike
15.0483	0.0	30819	1	motor-unit-spike
15.1318	0.0	30990	4	motor-unit-spike
15.166	0.0	31060	1	motor-unit-spike
15.1724	0.0	31073	3	motor-unit-spike
15.3091	0.0	31353	0	motor-unit-spike
15.5264	0.0	31798	0	motor-unit-spike
15.7236	0.0	32202	1	motor-unit-spike
15.9937	0.0	32755	0	motor-unit-spike
15.9946	0.0	32757	2	motor-unit-spike
16.2314	0.0	33242	0	motor-unit-spike
16.3457	0.0	33476	0	motor-unit-spike
16.3633	0.0	33512	1	motor-unit-spike
16.3955	0.0	33578	0	motor-unit-spike
16.4253	0.0	33639	1	motor-unit-spike
16.4585	0.0	33707	0	motor-unit-spike
16.46	0.0	33710	3	motor-unit-spike
16.5098	0.0	33812	0	motor-unit-spike
16.8018	0.0	34410	4	motor-unit-spike
16.8496	0.0	34508	1	motor-unit-spike
16.8687	0.0	34547	4	motor-unit-spike
16.8931	0.0	34597	3	motor-unit-spike
16.9897	0.0	34795	2	motor-unit-spike
17.1572	0.0	35138	1	motor-unit-spike
17.1797	0.0	35184	0	motor-unit-spike
17.4243	0.0	35685	0	motor-unit-spike
17.4741	0.0	35787	0	motor-unit-spike
17.4951	0.0	35830	4	motor-unit-spike
17.5278	0.0	35897	1	motor-unit-spike
17.9717	0.0	36806	3	motor-unit-spike
18.1875	0.0	37248	1	motor-unit-spike
18.5513	0.0	37993	3	motor-unit-spike
18.7363	0.0	38372	2	motor-unit-spike
18.7798	0.0	38461	0	motor-unit-spike
18.7822	0.0	38466	3	motor-unit-spike
18.832	0.0	38568	3	motor-unit-spike
18.9116	0.0	38731	0	motor-unit-spike
18.9614	0.0	38833	0	motor-unit-spike
18.9819	0.0	38875	4	motor-unit-spike
19.0317	0.0	38977	0	motor-unit-spike
19.061	0.0	39037	2	motor-unit-spike
19.2295	0.0	39382	2	motor-unit-spike
19.3486	0.0	39626	0	motor-unit-spike
19.416	0.0	39764	4	motor-unit-spike
19.4512	0.0	39836	0	motor-unit-spike
19.481	0.0	39897	2	motor-unit-spike
19.499	0.0	39934	1	motor-unit-spike
19.7134	0.0	40373	2	motor-unit-spike
19.8091	0.0	40569	2	motor-unit-spike
19.8169	0.0	40585	1	motor-unit-spike
19.8589	0.0	40671	2	motor-unit-spike
20.1494	0.0	41266	4	motor-unit-spike
20.2349	0.0	41441	4	motor-unit-spike
20.2354	0.0	41442	0	motor-unit-spike
20.2939	0.0	41562	1	motor-unit-spike
20.4595	0.0	41901	2	motor-unit-spike
20.5469	0.0	42080	4	motor-unit-spike
20.5737	0.0	42135	3	motor-unit-spike
20.582	0.0	42152	0	motor-unit-spike
20.6353	0.0	42261	1	motor-unit-spike
21.0747	0.0	43161	3	motor-unit-spike
21.1245	0.0	43263	3	motor-unit-spike
21.1689	0.0	43354	2	motor-unit-spike
21.1719	0.0	43360	1	motor-unit-spike
21.1743	0.0	43365	3	motor-unit-spike
21.2241	0.0	43467	3	motor-unit-spike
21.3076	0.0	43638	4	motor-unit-spike
21.731	0.0	44505	3	motor-unit-spike
21.9443	0.0	44942	0	motor-unit-spike
21.9727	0.0	45000	1	motor-unit-spike
22.0142	0.0	45085	4	motor-unit-spike
22.0361	0.0	45130	2	motor-unit-spike
22.0601	0.0	45179	3	motor-unit-spike
22.1235	0.0	45309	1	motor-unit-spike
22.3682	0.0	45810	3	motor-unit-spike
22.4326	0.0	45942	0	motor-unit-spike
22.48	0.0	46039	4	motor-unit-spike
22.4824	0.0	46044	0	motor-unit-spike
22.5322	0.0	46146	0	motor-unit-spike
22.6152	0.0	46316	1	motor-unit-spike
22.7017	0.0	46493	4	motor-unit-spike
22.7476	0.0	46587	3	motor-unit-spike
22.7769	0.0	46647	2	motor-unit-spike
22.8301	0.0	46756	1	motor-unit-spike
22.9033	0.0	46906	2	motor-unit-spike
22.9224	0.0	46945	3	motor-unit-spike
23.1392	0.0	47389	3	motor-unit-spike
23.2471	0.0	47610	2	motor-unit-spike
23.5776	0.0	48287	2	motor-unit-spike
23.6616	0.0	48459	1	motor-unit-spike
23.8101	0.0	48763	0	motor-unit-spike
23.8599	0.0	48865	0	motor-unit-spike
24.0	0.0	49152	2	motor-unit-spike
24.0693	0.0	49294	4	motor-unit-spike
24.1768	0.0	49514	3	motor-unit-spike
24.2266	0.0	49616	3	motor-unit-spike
24.3145	0.0	49796	0	motor-unit-spike
24.3447	0.0	49858	4	motor-unit-spike
24.8604	0.0	50914	0	motor-unit-spike
24.876	0.0	50946	1	motor-unit-spike
25.1157	0.0	51437	4	motor-unit-spike
25.1533	0.0	51514	2	motor-unit-spike
25.2188	0.0	51648	1	motor-unit-spike
25.3618	0.0	51941	2	motor-unit-spike
25.4146	0.0	52049	1	motor-unit-spike
25.5	0.0	52224	3	motor-unit-spike
25.5913	0.0	52411	2	motor-unit-spike
25.6577	0.0	52547	1	motor-unit-spike
25.7104	0.0	52655	4	motor-unit-spike
25.7681	0.0	52773	3	motor-unit-spike
25.7832	0.0	52804	0	motor-unit-spike
25.9092	0.0	53062	4	motor-unit-spike
26.0195	0.0	53288	2	motor-unit-spike
26.1021	0.0	53457	0	motor-unit-spike
26.3428	0.0	53950	4	motor-unit-spike
26.4277	0.0	54124	3	motor-unit-spike
26.4736	0.0	54218	0	motor-unit-spike
26.4937	0.0	54259	4	motor-unit-spike
26.5234	0.0	54320	0	motor-unit-spike
26.5815	0.0	54439	4	motor-unit-spike
26.6367	0.0	54552	3	motor-unit-spike
26.6392	0.0	54557	2	motor-unit-spike
26.7495	0.0	54783	4	motor-unit-spike
26.9604	0.0	55215	2	motor-unit-spike
27.2026	0.0	55711	2	motor-unit-spike
27.3315	0.0	55975	3	motor-unit-spike
27.4307	0.0	56178	2	motor-unit-spike
27.4805	0.0	56280	2	motor-unit-spike
27.7446	0.0	56821	1	motor-unit-spike
27.9893	0.0	57322	2	motor-unit-spike
28.0259	0.0	57397	0	motor-unit-spike
28.1333	0.0	57617	4	motor-unit-spike
28.3613	0.0	58084	4	motor-unit-spike
28.4111	0.0	58186	1	motor-unit-spike
28.4204	0.0	58205	4	motor-unit-spike
28.6255	0.0	58625	4	motor-unit-spike
28.6753	0.0	58727	4	motor-unit-spike
28.8672	0.0	59120	1	motor-unit-spike
28.9648	0.0	59320	4	motor-unit-spike
28.9741	0.0	59339	3	motor-unit-spike
29.0186	0.0	59430	4	motor-unit-spike
29.0684	0.0	59532	4	motor-unit-spike
29.209	0.0	59820	2	motor-unit-spike
29.2373	0.0	59878	4	motor-unit-spike
29.2852	0.0	59976	3	motor-unit-spike
29.4595	0.0	60333	2	motor-unit-spike
29.4653	0.0	60345	0	motor-unit-spike
29.6162	0.0	60654	0	motor-unit-spike
29.666	0.0	60756	0	motor-unit-spike
29.7734	0.0	60976	3	motor-unit-spike
29.8716	0.0	61177	1	motor-unit-spike
30.0103	0.0	61461	1	motor-unit-spike
30.3271	0.0	62110	0	motor-unit-spike
30.377	0.0	62212	0	motor-unit-spike
30.5366	0.0	62539	1	motor-unit-spike
30.5483	0.0	62563	4	motor-unit-spike
30.7256	0.0	62926	1	motor-unit-spike
30.8633	0.0	63208	2	motor-unit-spike
30.9756	0.0	63438	2	motor-unit-spike
31.04	0.0	63570	4	motor-unit-spike
31.3311	0.0	64166	3	motor-unit-spike
31.332	0.0	64168	0	motor-unit-spike
31.4531	0.0	64416	1	motor-unit-spike
31.5029	0.0	64518	1	motor-unit-spike
31.5464	0.0	64607	2	motor-unit-spike
31.731	0.0	64985	2	motor-unit-spike
31.7559	0.0	65036	1	motor-unit-spike
31.9077	0.0	65347	0	motor-unit-spike
32.3374	0.0	66227	3	motor-unit-spike
32.6367	0.0	66840	4	motor-unit-spike
32.6416	0.0	66850	0	motor-unit-spike
32.7759	0.0	67125	0	motor-unit-spike
33.0918	0.0	67772	2	motor-unit-spike
33.4116	0.0	68427	2	motor-unit-spike
33.5444	0.0	68699	3	motor-unit-spike
33.8755	0.0	69377	1	motor-unit-spike
34.3105	0.0	70268	0	motor-unit-spike
34.3525	0.0	70354	1	motor-unit-spike
34.8813	0.0	71437	0	motor-unit-spike
36.0908	0.0	73914	0	motor-unit-spike
