onset	duration	sample	unit_id	description
19.4243	0.0	39781	0	motor-unit-spike
19.4492	0.0	39832	2	motor-unit-spike
19.5044	0.0	39945	1	motor-unit-spike
19.6318	0.0	40206	0	motor-unit-spike
19.6323	0.0	40207	1	motor-unit-spike
19.7432	0.0	40434	0	motor-unit-spike
19.8091	0.0	40569	1	motor-unit-spike
19.9146	0.0	40785	4	motor-unit-spike
20.1304	0.0	41227	3	motor-unit-spike
20.1523	0.0	41272	2	motor-unit-spike
20.1543	0.0	41276	1	motor-unit-spike
20.1763	0.0	41321	4	motor-unit-spike
20.2852	0.0	41544	3	motor-unit-spike
20.5786	0.0	42145	1	motor-unit-spike
20.7134	0.0	42421	4	motor-unit-spike
20.7778	0.0	42553	2	motor-unit-spike
20.8618	0.0	42725	1	motor-unit-spike
20.9116	0.0	42827	1	motor-unit-spike
20.9614	0.0	42929	1	motor-unit-spike
21.1099	0.0	43233	2	motor-unit-spike
21.1919	0.0	43401	2	motor-unit-spike
21.2412	0.0	43502	0	motor-unit-spike
21.2822	0.0	43586	3	motor-unit-spike
21.4136	0.0	43855	4	motor-unit-spike
21.4165	0.0	43861	3	motor-unit-spike
21.458	0.0	43946	2	motor-unit-spike
21.5093	0.0	44051	0	motor-unit-spike
21.5752	0.0	44186	4	motor-unit-spike
21.6108	0.0	44259	2	motor-unit-spike
21.6553	0.0	44350	4	motor-unit-spike
21.7607	0.0	44566	1	motor-unit-spike
22.2041	0.0	45474	4	motor-unit-spike
22.3242	0.0	45720	2	motor-unit-spike
22.3403	0.0	45753	1	motor-unit-spike
22.3818	0.0	45838	2	motor-unit-spike
22.4575	0.0	45993	0	motor-unit-spike
22.5835	0.0	46251	1	motor-unit-spike
22.627	0.0	46340	2	motor-unit-spike
22.9268	0.0	46954	0	motor-unit-spike
22.9478	0.0	46997	3	motor-unit-spike
22.9766	0.0	47056	0	motor-unit-spike
23.1284	0.0	47367	3	motor-unit-spike
23.2695	0.0	47656	2	motor-unit-spike
23.313	0.0	47745	4	motor-unit-spike
23.3193	0.0	47758	2	motor-unit-spike
23.5649	0.0	48261	2	motor-unit-spike
23.5859	0.0	48304	0	motor-unit-spike
23.6045	0.0	48342	4	motor-unit-spike
23.6265	0.0	48387	2	motor-unit-spike
23.6714	0.0	48479	0	motor-unit-spike
23.6733	0.0	48483	4	motor-unit-spike
23.687	0.0	48511	3	motor-unit-spike
23.7285	0.0	48596	4	motor-unit-spike
23.7471	0.0	48634	1	motor-unit-spike
23.7617	0.0	48664	3	motor-unit-spike
23.7969	0.0	48736	1	motor-unit-spike
23.7979	0.0	48738	4	motor-unit-spike
24.0361	0.0	49226	4	motor-unit-spike
24.2759	0.0	49717	3	motor-unit-spike
24.2764	0.0	49718	0	motor-unit-spike
24.29	0.0	49746	1	motor-unit-spike
24.3262	0.0	49820	0	motor-unit-spike
24.4116	0.0	49995	3	motor-unit-spike
24.418	0.0	50008	0	motor-unit-spike
24.6006	0.0	50382	3	motor-unit-spike
24.6689	0.0	50522	2	motor-unit-spike
24.6943	0.0	50574	0	motor-unit-spike
24.7441	0.0	50676	0	motor-unit-spike
24.8452	0.0	50883	4	motor-unit-spike
24.9097	0.0	51015	4	motor-unit-spike
24.9214	0.0	51039	3	motor-unit-spike
25.0317	0.0	51265	3	motor-unit-spike
25.0649	0.0	51333	4	motor-unit-spike
25.0664	0.0	51336	2	motor-unit-spike
25.0815	0.0	51367	3	motor-unit-spike
25.2339	0.0	51679	0	motor-unit-spike
25.3047	0.0	51824	3	motor-unit-spike
25.4971	0.0	52218	0	motor-unit-spike
25.605	0.0	52439	1	motor-unit-spike
25.7188	0.0	52672	3	motor-unit-spike
25.7627	0.0	52762	4	motor-unit-spike
25.8057	0.0	52850	1	motor-unit-spike
25.894	0.0	53031	4	motor-unit-spike
26.1606	0.0	53577	2	motor-unit-spike
26.3257	0.0	53915	2	motor-unit-spike
26.3418	0.0	53948	1	motor-unit-spike
26.3755	0.0	54017	2	motor-unit-spike
26.4009	0.0	54069	3	motor-unit-spike
26.4253	0.0	54119	2	motor-unit-spike
26.478	0.0	54227	4	motor-unit-spike
26.5195	0.0	54312	2	motor-unit-spike
26.5908	0.0	54458	1	motor-unit-spike
26.6313	0.0	54541	3	motor-unit-spike
26.7002	0.0	54682	3	motor-unit-spike
26.981	0.0	55257	2	motor-unit-spike
27.1689	0.0	55642	2	motor-unit-spike
27.1714	0.0	55647	3	motor-unit-spike
27.2305	0.0	55768	3	motor-unit-spike
27.3047	0.0	55920	3	motor-unit-spike
27.3765	0.0	56067	0	motor-unit-spike
27.54	0.0	56402	0	motor-unit-spike
27.7188	0.0	56768	0	motor-unit-spike
27.832	0.0	57000	3	motor-unit-spike
27.8877	0.0	57114	2	motor-unit-spike
27.9053	0.0	57150	3	motor-unit-spike
28.1133	0.0	57576	0	motor-unit-spike
28.4165	0.0	58197	4	motor-unit-spike
28.5127	0.0	58394	4	motor-unit-spike
28.5181	0.0	58405	2	motor-unit-spike
28.7329	0.0	58845	0	motor-unit-spike
28.9038	0.0	59195	0	motor-unit-spike
29.0269	0.0	59447	0	motor-unit-spike
29.0903	0.0	59577	2	motor-unit-spike
29.2026	0.0	59807	3	motor-unit-spike
29.2812	0.0	59968	2	motor-unit-spike
29.3779	0.0	60166	1	motor-unit-spike
29.5752	0.0	60570	1	motor-unit-spike
29.7476	0.0	60923	1	motor-unit-spike
29.8203	0.0	61072	0	motor-unit-spike
30.0078	0.0	61456	0	motor-unit-spike
30.0576	0.0	61558	0	motor-unit-spike
30.106	0.0	61657	4	motor-unit-spike
30.1177	0.0	61681	3	motor-unit-spike
30.1558	0.0	61759	4	motor-unit-spike
30.1846	0.0	61818	2	motor-unit-spike
30.2686	0.0	61990	0	motor-unit-spike
30.3438	0.0	62144	4	motor-unit-spike
30.4482	0.0	62358	4	motor-unit-spike
30.499	0.0	62462	3	motor-unit-spike
30.5444	0.0	62555	1	motor-unit-spike
30.5654	0.0	62598	2	motor-unit-spike
30.8228	0.0	63125	4	motor-unit-spike
30.8623	0.0	63206	3	motor-unit-spike
31.145	0.0	63785	1	motor-unit-spike
31.1509	0.0	63797	0	motor-unit-spike
31.2637	0.0	64028	3	motor-unit-spike
31.3701	0.0	64246	3	motor-unit-spike
31.3892	0.0	64285	4	motor-unit-spike
31.4766	0.0	64464	2	motor-unit-spike
31.7153	0.0	64953	0	motor-unit-spike
31.8237	0.0	65175	0	motor-unit-spike
31.8564	0.0	65242	1	motor-unit-spike
31.9062	0.0	65344	1	motor-unit-spike
32.2188	0.0	65984	3	motor-unit-spike
32.2866	0.0	66123	2	motor-unit-spike
32.3813	0.0	66317	1	motor-unit-spike
32.5518	0.0	66666	2	motor-unit-spike
32.7925	0.0	67159	0	motor-unit-spike
32.8628	0.0	67303	3	motor-unit-spike
33.0088	0.0	67602	0	motor-unit-spike
33.1938	0.0	67981	4	motor-unit-spike
33.2539	0.0	68104	2	motor-unit-spike
33.4858	0.0	68579	0	motor-unit-spike
33.6338	0.0	68882	1	motor-unit-spike
33.7578	0.0	69136	1	motor-unit-spike
34.1089	0.0	69855	1	motor-unit-spike
34.5771	0.0	70814	0	motor-unit-spike
34.6133	0.0	70888	1	motor-unit-spike
34.9448	0.0	71567	0	motor-unit-spike
35.8452	0.0	73411	0	motor-unit-spike
