onset	duration	sample	unit_id	description
17.9731	0.0	36809	3	motor-unit-spike
18.002	0.0	36868	8	motor-unit-spike
18.1353	0.0	37141	8	motor-unit-spike
18.1636	0.0	37199	6	motor-unit-spike
18.1914	0.0	37256	8	motor-unit-spike
18.2388	0.0	37353	1	motor-unit-spike
18.2886	0.0	37455	1	motor-unit-spike
18.3345	0.0	37549	3	motor-unit-spike
18.4316	0.0	37748	5	motor-unit-spike
18.4746	0.0	37836	2	motor-unit-spike
18.5371	0.0	37964	5	motor-unit-spike
18.564	0.0	38019	6	motor-unit-spike
18.5898	0.0	38072	0	motor-unit-spike
18.5957	0.0	38084	2	motor-unit-spike
18.7002	0.0	38298	0	motor-unit-spike
18.749	0.0	38398	7	motor-unit-spike
18.8706	0.0	38647	3	motor-unit-spike
19.0723	0.0	39060	7	motor-unit-spike
19.1509	0.0	39221	6	motor-unit-spike
19.1636	0.0	39247	5	motor-unit-spike
19.2007	0.0	39323	6	motor-unit-spike
19.29	0.0	39506	4	motor-unit-spike
19.374	0.0	39678	5	motor-unit-spike
19.3892	0.0	39709	1	motor-unit-spike
19.4062	0.0	39744	9	motor-unit-spike
19.4102	0.0	39752	7	motor-unit-spike
19.4238	0.0	39780	5	motor-unit-spike
19.4692	0.0	39873	4	motor-unit-spike
19.4697	0.0	39874	3	motor-unit-spike
19.5005	0.0	39937	7	motor-unit-spike
19.5767	0.0	40093	2	motor-unit-spike
19.5835	0.0	40107	3	motor-unit-spike
19.5923	0.0	40125	7	motor-unit-spike
19.5928	0.0	40126	1	motor-unit-spike
19.6553	0.0	40254	9	motor-unit-spike
19.6899	0.0	40325	5	motor-unit-spike
19.7266	0.0	40400	0	motor-unit-spike
19.7974	0.0	40545	9	motor-unit-spike
19.8438	0.0	40640	0	motor-unit-spike
19.8647	0.0	40683	4	motor-unit-spike
20.0425	0.0	41047	0	motor-unit-spike
20.0771	0.0	41118	5	motor-unit-spike
20.1035	0.0	41172	9	motor-unit-spike
20.1646	0.0	41297	7	motor-unit-spike
20.2188	0.0	41408	0	motor-unit-spike
20.2422	0.0	41456	9	motor-unit-spike
20.292	0.0	41558	9	motor-unit-spike
20.377	0.0	41732	4	motor-unit-spike
20.4468	0.0	41875	6	motor-unit-spike
20.4492	0.0	41880	0	motor-unit-spike
20.4575	0.0	41897	5	motor-unit-spike
20.5664	0.0	42120	6	motor-unit-spike
20.6421	0.0	42275	4	motor-unit-spike
20.6597	0.0	42311	7	motor-unit-spike
20.6821	0.0	42357	8	motor-unit-spike
20.6919	0.0	42377	4	motor-unit-spike
20.7285	0.0	42452	0	motor-unit-spike
20.7598	0.0	42516	5	motor-unit-spike
20.7783	0.0	42554	0	motor-unit-spike
20.7812	0.0	42560	3	motor-unit-spike
20.8125	0.0	42624	6	motor-unit-spike
20.8281	0.0	42656	8	motor-unit-spike
20.9536	0.0	42913	6	motor-unit-spike
21.0254	0.0	43060	5	motor-unit-spike
21.0854	0.0	43183	6	motor-unit-spike
21.1206	0.0	43255	9	motor-unit-spike
21.1685	0.0	43353	2	motor-unit-spike
21.1704	0.0	43357	9	motor-unit-spike
21.2871	0.0	43596	5	motor-unit-spike
21.2969	0.0	43616	4	motor-unit-spike
21.4053	0.0	43838	2	motor-unit-spike
21.4087	0.0	43845	9	motor-unit-spike
21.4844	0.0	44000	4	motor-unit-spike
21.5054	0.0	44043	2	motor-unit-spike
21.6597	0.0	44359	5	motor-unit-spike
21.7632	0.0	44571	2	motor-unit-spike
21.7969	0.0	44640	6	motor-unit-spike
21.8008	0.0	44648	3	motor-unit-spike
21.8418	0.0	44732	9	motor-unit-spike
21.8999	0.0	44851	8	motor-unit-spike
21.918	0.0	44888	3	motor-unit-spike
21.9668	0.0	44988	6	motor-unit-spike
21.9668	0.0	44988	5	motor-unit-spike
21.9878	0.0	45031	8	motor-unit-spike
22.0298	0.0	45117	5	motor-unit-spike
22.0376	0.0	45133	8	motor-unit-spike
22.0542	0.0	45167	0	motor-unit-spike
22.104	0.0	45269	0	motor-unit-spike
22.123	0.0	45308	1	motor-unit-spike
22.166	0.0	45396	9	motor-unit-spike
22.1772	0.0	45419	2	motor-unit-spike
22.479	0.0	46037	0	motor-unit-spike
22.4907	0.0	46061	6	motor-unit-spike
22.5752	0.0	46234	3	motor-unit-spike
22.5874	0.0	46259	9	motor-unit-spike
22.8535	0.0	46804	3	motor-unit-spike
22.9102	0.0	46920	2	motor-unit-spike
22.9771	0.0	47057	0	motor-unit-spike
22.9888	0.0	47081	5	motor-unit-spike
23.145	0.0	47401	5	motor-unit-spike
23.165	0.0	47442	4	motor-unit-spike
23.1885	0.0	47490	0	motor-unit-spike
23.2109	0.0	47536	8	motor-unit-spike
23.2471	0.0	47610	7	motor-unit-spike
23.2905	0.0	47699	1	motor-unit-spike
23.2969	0.0	47712	7	motor-unit-spike
23.3203	0.0	47760	9	motor-unit-spike
23.3311	0.0	47782	5	motor-unit-spike
23.3325	0.0	47785	4	motor-unit-spike
23.3467	0.0	47814	7	motor-unit-spike
23.3809	0.0	47884	5	motor-unit-spike
23.4795	0.0	48086	4	motor-unit-spike
23.5063	0.0	48141	9	motor-unit-spike
23.6562	0.0	48448	1	motor-unit-spike
23.7617	0.0	48664	1	motor-unit-spike
23.7695	0.0	48680	5	motor-unit-spike
23.7788	0.0	48699	9	motor-unit-spike
23.8315	0.0	48807	8	motor-unit-spike
23.9512	0.0	49052	0	motor-unit-spike
24.0317	0.0	49217	3	motor-unit-spike
24.1562	0.0	49472	2	motor-unit-spike
24.1611	0.0	49482	1	motor-unit-spike
24.1699	0.0	49500	0	motor-unit-spike
24.2393	0.0	49642	0	motor-unit-spike
24.25	0.0	49664	1	motor-unit-spike
24.272	0.0	49709	6	motor-unit-spike
24.2788	0.0	49723	9	motor-unit-spike
24.2979	0.0	49762	3	motor-unit-spike
24.333	0.0	49834	9	motor-unit-spike
24.3979	0.0	49967	8	motor-unit-spike
24.439	0.0	50051	1	motor-unit-spike
24.54	0.0	50258	6	motor-unit-spike
24.5898	0.0	50360	6	motor-unit-spike
24.6284	0.0	50439	2	motor-unit-spike
24.771	0.0	50731	6	motor-unit-spike
24.7974	0.0	50785	2	motor-unit-spike
24.9019	0.0	50999	1	motor-unit-spike
24.9277	0.0	51052	3	motor-unit-spike
24.9775	0.0	51154	3	motor-unit-spike
25.0132	0.0	51227	8	motor-unit-spike
25.0806	0.0	51365	2	motor-unit-spike
25.1064	0.0	51418	9	motor-unit-spike
25.1191	0.0	51444	7	motor-unit-spike
25.1489	0.0	51505	6	motor-unit-spike
25.1689	0.0	51546	8	motor-unit-spike
25.2163	0.0	51643	2	motor-unit-spike
25.2188	0.0	51648	8	motor-unit-spike
25.2407	0.0	51693	5	motor-unit-spike
25.2686	0.0	51750	8	motor-unit-spike
25.3071	0.0	51829	2	motor-unit-spike
25.3262	0.0	51868	3	motor-unit-spike
25.3306	0.0	51877	1	motor-unit-spike
25.376	0.0	51970	3	motor-unit-spike
25.396	0.0	52011	8	motor-unit-spike
25.3994	0.0	52018	5	motor-unit-spike
25.5806	0.0	52389	4	motor-unit-spike
25.5967	0.0	52422	3	motor-unit-spike
25.6035	0.0	52436	8	motor-unit-spike
25.7622	0.0	52761	0	motor-unit-spike
25.812	0.0	52863	0	motor-unit-spike
25.8618	0.0	52965	5	motor-unit-spike
26.0093	0.0	53267	4	motor-unit-spike
26.0591	0.0	53369	4	motor-unit-spike
26.0918	0.0	53436	9	motor-unit-spike
26.1343	0.0	53523	6	motor-unit-spike
26.1392	0.0	53533	4	motor-unit-spike
26.1416	0.0	53538	9	motor-unit-spike
26.1421	0.0	53539	8	motor-unit-spike
26.355	0.0	53975	2	motor-unit-spike
26.5454	0.0	54365	8	motor-unit-spike
26.5659	0.0	54407	4	motor-unit-spike
26.5991	0.0	54475	8	motor-unit-spike
26.6641	0.0	54608	8	motor-unit-spike
26.6714	0.0	54623	9	motor-unit-spike
26.7354	0.0	54754	8	motor-unit-spike
26.9805	0.0	55256	6	motor-unit-spike
27.0239	0.0	55345	1	motor-unit-spike
27.0508	0.0	55400	7	motor-unit-spike
27.0591	0.0	55417	4	motor-unit-spike
27.1069	0.0	55515	7	motor-unit-spike
27.1338	0.0	55570	6	motor-unit-spike
27.1484	0.0	55600	3	motor-unit-spike
27.1934	0.0	55692	7	motor-unit-spike
27.228	0.0	55763	8	motor-unit-spike
27.2368	0.0	55781	6	motor-unit-spike
27.2852	0.0	55880	2	motor-unit-spike
27.2896	0.0	55889	0	motor-unit-spike
27.3096	0.0	55930	5	motor-unit-spike
27.4395	0.0	56196	7	motor-unit-spike
27.4912	0.0	56302	2	motor-unit-spike
27.5273	0.0	56376	0	motor-unit-spike
27.5439	0.0	56410	3	motor-unit-spike
27.5938	0.0	56512	8	motor-unit-spike
27.625	0.0	56576	3	motor-unit-spike
27.6455	0.0	56618	1	motor-unit-spike
27.6787	0.0	56686	0	motor-unit-spike
27.7212	0.0	56773	3	motor-unit-spike
27.7349	0.0	56801	2	motor-unit-spike
27.772	0.0	56877	9	motor-unit-spike
27.7974	0.0	56929	2	motor-unit-spike
27.8052	0.0	56945	5	motor-unit-spike
27.855	0.0	57047	5	motor-unit-spike
27.9375	0.0	57216	6	motor-unit-spike
27.9995	0.0	57343	8	motor-unit-spike
28.0244	0.0	57394	6	motor-unit-spike
28.0625	0.0	57472	5	motor-unit-spike
28.1123	0.0	57574	5	motor-unit-spike
28.1353	0.0	57621	0	motor-unit-spike
28.2627	0.0	57882	7	motor-unit-spike
28.2627	0.0	57882	8	motor-unit-spike
28.2749	0.0	57907	9	motor-unit-spike
28.2915	0.0	57941	4	motor-unit-spike
28.3057	0.0	57970	6	motor-unit-spike
28.3389	0.0	58038	1	motor-unit-spike
28.3511	0.0	58063	2	motor-unit-spike
28.4512	0.0	58268	9	motor-unit-spike
28.4771	0.0	58321	2	motor-unit-spike
28.501	0.0	58370	3	motor-unit-spike
28.5254	0.0	58420	8	motor-unit-spike
28.5293	0.0	58428	9	motor-unit-spike
28.5342	0.0	58438	1	motor-unit-spike
28.5405	0.0	58451	2	motor-unit-spike
28.6108	0.0	58595	1	motor-unit-spike
28.6235	0.0	58621	3	motor-unit-spike
28.9351	0.0	59259	9	motor-unit-spike
28.9595	0.0	59309	2	motor-unit-spike
28.9678	0.0	59326	6	motor-unit-spike
29.1172	0.0	59632	7	motor-unit-spike
29.1562	0.0	59712	6	motor-unit-spike
29.2783	0.0	59962	2	motor-unit-spike
29.3257	0.0	60059	8	motor-unit-spike
29.3354	0.0	60079	3	motor-unit-spike
29.4966	0.0	60409	1	motor-unit-spike
29.5112	0.0	60439	0	motor-unit-spike
29.5464	0.0	60511	1	motor-unit-spike
29.5962	0.0	60613	1	motor-unit-spike
29.6436	0.0	60710	6	motor-unit-spike
29.6748	0.0	60774	2	motor-unit-spike
29.6899	0.0	60805	3	motor-unit-spike
29.7549	0.0	60938	6	motor-unit-spike
29.7563	0.0	60941	0	motor-unit-spike
29.8228	0.0	61077	7	motor-unit-spike
29.8989	0.0	61233	6	motor-unit-spike
30.0435	0.0	61529	0	motor-unit-spike
30.1514	0.0	61750	9	motor-unit-spike
30.1582	0.0	61764	4	motor-unit-spike
30.1836	0.0	61816	1	motor-unit-spike
30.3525	0.0	62162	2	motor-unit-spike
30.5073	0.0	62479	0	motor-unit-spike
30.5166	0.0	62498	5	motor-unit-spike
30.5278	0.0	62521	3	motor-unit-spike
30.5571	0.0	62581	0	motor-unit-spike
30.5776	0.0	62623	3	motor-unit-spike
30.7563	0.0	62989	7	motor-unit-spike
30.7632	0.0	63003	5	motor-unit-spike
30.8062	0.0	63091	7	motor-unit-spike
30.813	0.0	63105	5	motor-unit-spike
30.8853	0.0	63253	8	motor-unit-spike
30.9473	0.0	63380	0	motor-unit-spike
31.0405	0.0	63571	6	motor-unit-spike
31.0938	0.0	63680	9	motor-unit-spike
31.1138	0.0	63721	1	motor-unit-spike
31.1621	0.0	63820	9	motor-unit-spike
31.1636	0.0	63823	1	motor-unit-spike
31.2314	0.0	63962	1	motor-unit-spike
31.2637	0.0	64028	9	motor-unit-spike
31.2935	0.0	64089	8	motor-unit-spike
31.2935	0.0	64089	4	motor-unit-spike
31.3857	0.0	64278	4	motor-unit-spike
31.4097	0.0	64327	3	motor-unit-spike
31.501	0.0	64514	4	motor-unit-spike
31.5312	0.0	64576	3	motor-unit-spike
31.6089	0.0	64735	9	motor-unit-spike
31.6147	0.0	64747	2	motor-unit-spike
31.6919	0.0	64905	0	motor-unit-spike
31.7236	0.0	64970	7	motor-unit-spike
31.793	0.0	65112	6	motor-unit-spike
31.812	0.0	65151	5	motor-unit-spike
31.8174	0.0	65162	2	motor-unit-spike
32.0825	0.0	65705	6	motor-unit-spike
32.1055	0.0	65752	2	motor-unit-spike
32.1953	0.0	65936	3	motor-unit-spike
32.2622	0.0	66073	2	motor-unit-spike
32.4639	0.0	66486	2	motor-unit-spike
32.4775	0.0	66514	4	motor-unit-spike
32.5728	0.0	66709	6	motor-unit-spike
32.6382	0.0	66843	2	motor-unit-spike
32.7856	0.0	67145	3	motor-unit-spike
32.8198	0.0	67215	1	motor-unit-spike
32.8203	0.0	67216	0	motor-unit-spike
32.8696	0.0	67317	1	motor-unit-spike
32.8833	0.0	67345	5	motor-unit-spike
32.9331	0.0	67447	5	motor-unit-spike
33.0195	0.0	67624	5	motor-unit-spike
33.1069	0.0	67803	0	motor-unit-spike
33.2251	0.0	68045	6	motor-unit-spike
33.2666	0.0	68130	1	motor-unit-spike
33.2798	0.0	68157	7	motor-unit-spike
33.3442	0.0	68289	1	motor-unit-spike
33.5376	0.0	68685	1	motor-unit-spike
33.7593	0.0	69139	8	motor-unit-spike
34.0322	0.0	69698	2	motor-unit-spike
34.0449	0.0	69724	0	motor-unit-spike
34.2725	0.0	70190	1	motor-unit-spike
34.3447	0.0	70338	3	motor-unit-spike
34.9478	0.0	71573	4	motor-unit-spike
35.0771	0.0	71838	0	motor-unit-spike
35.1147	0.0	71915	5	motor-unit-spike
35.7451	0.0	73206	2	motor-unit-spike
36.3154	0.0	74374	1	motor-unit-spike
